Project,Type,FileName,FileExt,Parent Directory,Relative Path,Voc URI,Age
CAHO,Exclude,CAHO-HORM12-4B-2L-1-W.tif,.tif,CAHO/Images/,CAHO/Images/CAHO-HORM12-4B-2L-1-W.tif,,6.91
CAHO,Exclude,CAHO-HORM12-4B-3L-1-W.tif,.tif,CAHO/Images/,CAHO/Images/CAHO-HORM12-4B-3L-1-W.tif,,6.91
CAHO,Exclude,CAHO-HORM12-4B-4L-1-W.tif,.tif,CAHO/Images/,CAHO/Images/CAHO-HORM12-4B-4L-1-W.tif,,6.91
CAHO,Exclude,CAHO-HORM12-4B-5L-1-W.tif,.tif,CAHO/Images/,CAHO/Images/CAHO-HORM12-4B-5L-1-W.tif,,6.91
CAHO,Exclude,CAHO-HORM12-4C-1B-1-W.tif,.tif,CAHO/Images/,CAHO/Images/CAHO-HORM12-4C-1B-1-W.tif,,6.91
CAHO,Exclude,CAHO-MORD12-1A-1L-1-W.tif,.tif,CAHO/Images/,CAHO/Images/CAHO-MORD12-1A-1L-1-W.tif,,6.91
CAHO,Exclude,CAHO-MORD12-2A-1L-1-W.tif,.tif,CAHO/Images/,CAHO/Images/CAHO-MORD12-2A-1L-1-W.tif,,6.91
CAHO,Exclude,CAHO-MORD12-4A-1L-1-W.tif,.tif,CAHO/Images/,CAHO/Images/CAHO-MORD12-4A-1L-1-W.tif,,6.91
CAHO,Exclude,CAHO-GRAS11-1A-1L-1_BOTTOM.jpg,.jpg,CAHO/Images/JPEG/,CAHO/Images/JPEG/CAHO-GRAS11-1A-1L-1_BOTTOM.jpg,,7.93
CAHO,Exclude,CAHO-GRAS11-1A-1L-1_TOP.jpg,.jpg,CAHO/Images/JPEG/,CAHO/Images/JPEG/CAHO-GRAS11-1A-1L-1_TOP.jpg,,7.93
CAHO,Exclude,CAHO-GRAS11-1A-2L_AP4.jpg,.jpg,CAHO/Images/JPEG/,CAHO/Images/JPEG/CAHO-GRAS11-1A-2L_AP4.jpg,,7.93
CAHO,Exclude,CAHO-GRAS11-1B-1L-1.jpg,.jpg,CAHO/Images/JPEG/,CAHO/Images/JPEG/CAHO-GRAS11-1B-1L-1.jpg,,7.93
CAHO,Exclude,CAHO-GRAS11-1B-2L-1.jpg,.jpg,CAHO/Images/JPEG/,CAHO/Images/JPEG/CAHO-GRAS11-1B-2L-1.jpg,,7.93
CAHO,Exclude,CAHO-GRAS11-2A-1L-1_BOTTOM.jpg,.jpg,CAHO/Images/JPEG/,CAHO/Images/JPEG/CAHO-GRAS11-2A-1L-1_BOTTOM.jpg,,7.93
CAHO,Exclude,CAHO-GRAS11-2A-1L-1_TOP.jpg,.jpg,CAHO/Images/JPEG/,CAHO/Images/JPEG/CAHO-GRAS11-2A-1L-1_TOP.jpg,,7.93
CAHO,Exclude,CAHO-GRAS11-2A-2L-1.jpg,.jpg,CAHO/Images/JPEG/,CAHO/Images/JPEG/CAHO-GRAS11-2A-2L-1.jpg,,7.93
CAHO,Exclude,CAHO-HORM11-2A-2L-1.jpg,.jpg,CAHO/Images/JPEG/,CAHO/Images/JPEG/CAHO-HORM11-2A-2L-1.jpg,,7.93
CAHO,Exclude,CAHO-HORM11-2B-1L-1.jpg,.jpg,CAHO/Images/JPEG/,CAHO/Images/JPEG/CAHO-HORM11-2B-1L-1.jpg,,7.93
CAHO,Exclude,CAHO-HORM11-2C-1L-1.jpg,.jpg,CAHO/Images/JPEG/,CAHO/Images/JPEG/CAHO-HORM11-2C-1L-1.jpg,,7.93
CAHO,Exclude,CAHO-HORM12-2A-1L-1-W.jpg,.jpg,CAHO/Images/JPEG/,CAHO/Images/JPEG/CAHO-HORM12-2A-1L-1-W.jpg,,6.91
CAHO,Exclude,CAHO-HORM12-3A-1L-1-W.jpg,.jpg,CAHO/Images/JPEG/,CAHO/Images/JPEG/CAHO-HORM12-3A-1L-1-W.jpg,,6.91
CAHO,Exclude,CAHO-HORM12-3A-2L-1-W.jpg,.jpg,CAHO/Images/JPEG/,CAHO/Images/JPEG/CAHO-HORM12-3A-2L-1-W.jpg,,6.91
CAHO,Exclude,CAHO-HORM12-3A-3L-1-W.jpg,.jpg,CAHO/Images/JPEG/,CAHO/Images/JPEG/CAHO-HORM12-3A-3L-1-W.jpg,,6.91
CAHO,Exclude,CAHO-HORM12-3A-4L-1-W.jpg,.jpg,CAHO/Images/JPEG/,CAHO/Images/JPEG/CAHO-HORM12-3A-4L-1-W.jpg,,6.91
CAHO,Exclude,CAHO-HORM12-3B-1L-1-W.jpg,.jpg,CAHO/Images/JPEG/,CAHO/Images/JPEG/CAHO-HORM12-3B-1L-1-W.jpg,,6.91
CAHO,Exclude,CAHO-HORM12-3B-2L-1-W.jpg,.jpg,CAHO/Images/JPEG/,CAHO/Images/JPEG/CAHO-HORM12-3B-2L-1-W.jpg,,6.91
CAHO,Exclude,CAHO-HORM12-3B-3L-1-W.jpg,.jpg,CAHO/Images/JPEG/,CAHO/Images/JPEG/CAHO-HORM12-3B-3L-1-W.jpg,,6.91
CAHO,Exclude,CAHO-HORM12-4A-1L-1-W.jpg,.jpg,CAHO/Images/JPEG/,CAHO/Images/JPEG/CAHO-HORM12-4A-1L-1-W.jpg,,6.91
CAHO,Exclude,CAHO-HORM12-4A-2L-1-W.jpg,.jpg,CAHO/Images/JPEG/,CAHO/Images/JPEG/CAHO-HORM12-4A-2L-1-W.jpg,,6.91
CAHO,Exclude,CAHO-HORM12-4A-3L-1-W.jpg,.jpg,CAHO/Images/JPEG/,CAHO/Images/JPEG/CAHO-HORM12-4A-3L-1-W.jpg,,6.91
CAHO,Exclude,CAHO-HORM12-4A-4L-1-W.jpg,.jpg,CAHO/Images/JPEG/,CAHO/Images/JPEG/CAHO-HORM12-4A-4L-1-W.jpg,,6.91
CAHO,Exclude,CAHO-HORM12-4A-5L-1-W.jpg,.jpg,CAHO/Images/JPEG/,CAHO/Images/JPEG/CAHO-HORM12-4A-5L-1-W.jpg,,6.91
CAHO,Exclude,CAHO-HORM12-4A-6L-1-W.jpg,.jpg,CAHO/Images/JPEG/,CAHO/Images/JPEG/CAHO-HORM12-4A-6L-1-W.jpg,,6.91
CAHO,Exclude,CAHO-HORM12-4B-1L-1-W.jpg,.jpg,CAHO/Images/JPEG/,CAHO/Images/JPEG/CAHO-HORM12-4B-1L-1-W.jpg,,6.91
CAHO,Exclude,CAHO-HORM12-4B-2L-1-W.jpg,.jpg,CAHO/Images/JPEG/,CAHO/Images/JPEG/CAHO-HORM12-4B-2L-1-W.jpg,,6.91
CAHO,Exclude,CAHO-HORM12-4B-3L-1-W.jpg,.jpg,CAHO/Images/JPEG/,CAHO/Images/JPEG/CAHO-HORM12-4B-3L-1-W.jpg,,6.91
CAHO,Exclude,CAHO-HORM12-4B-4L-1-W.jpg,.jpg,CAHO/Images/JPEG/,CAHO/Images/JPEG/CAHO-HORM12-4B-4L-1-W.jpg,,6.91
CAHO,Exclude,CAHO-HORM12-4B-5L-1-W.jpg,.jpg,CAHO/Images/JPEG/,CAHO/Images/JPEG/CAHO-HORM12-4B-5L-1-W.jpg,,6.91
CAHO,Exclude,CAHO-MORD12-1A-1L-1-W.jpg,.jpg,CAHO/Images/JPEG/,CAHO/Images/JPEG/CAHO-MORD12-1A-1L-1-W.jpg,,6.91
CAHO,Exclude,CAHO-MORD12-2A-1L-1-W.jpg,.jpg,CAHO/Images/JPEG/,CAHO/Images/JPEG/CAHO-MORD12-2A-1L-1-W.jpg,,6.91
CAHO,Exclude,CAHO-MORD12-4A-1L-1-W.jpg,.jpg,CAHO/Images/JPEG/,CAHO/Images/JPEG/CAHO-MORD12-4A-1L-1-W.jpg,,6.91
CAHO,Exclude,LacCoreMetadataForm_CAHO-2013.xls,.xls,CAHO/,CAHO/LacCoreMetadataForm_CAHO-2013.xls,,5.86
CAHO,Exclude,LacCoreMetadataForm_Munoz.xls,.xls,CAHO/,CAHO/LacCoreMetadataForm_Munoz.xls,,6.93
CAHO,Exclude,metadata format Dtube Label_CAHO-bad lat long.xls,.xls,CAHO/,CAHO/metadata format Dtube Label_CAHO-bad lat long.xls,,6.91
CAHO,Exclude,metadata format Dtube Label_CAHO12- bad lat long.xls,.xls,CAHO/,CAHO/metadata format Dtube Label_CAHO12- bad lat long.xls,,5.86
CAHO,Exclude,metadata format Dtube Label_CAHO13.xls,.xls,CAHO/,CAHO/metadata format Dtube Label_CAHO13.xls,,5.86
